faa,name,lat,lon,,,,,,
RKH,Rock Hill York Co Bryant Airport,34.9878,-81.0572,,''RKH''=''Rock Hill York Co Bryant Airport'',,"""","RKH""= ""Rock Hill York Co Bryant Airport ""","""RKH""= ""Rock Hill York Co Bryant Airport """
RKP,Aransas County Airport,28.0862222,-97.0436944,,''RKP''=''Aransas County Airport'',,"""","RKP""= ""Aransas County Airport ""","""RKP""= ""Aransas County Airport """
RKS,Rock Springs Sweetwater County Airport,41.5942,-109.065,,''RKS''=''Rock Springs Sweetwater County Airport'',,"""","RKS""= ""Rock Springs Sweetwater County Airport ""","""RKS""= ""Rock Springs Sweetwater County Airport """
RME,Griffiss Afld,43.2338,-75.407033,,''RME''=''Griffiss Afld'',,"""","RME""= ""Griffiss Afld ""","""RME""= ""Griffiss Afld """
RMG,Richard B Russell Airport,34.3507778,-85.1586667,,''RMG''=''Richard B Russell Airport'',,"""","RMG""= ""Richard B Russell Airport ""","""RMG""= ""Richard B Russell Airport """
RMP,Rampart Airport,65.507778,-150.140833,,''RMP''=''Rampart Airport'',,"""","RMP""= ""Rampart Airport ""","""RMP""= ""Rampart Airport """
RMY,Brooks Field Airport,42.2511932,-84.9554443,,''RMY''=''Brooks Field Airport'',,"""","RMY""= ""Brooks Field Airport ""","""RMY""= ""Brooks Field Airport """
RND,Randolph Afb,29.529675,-98.2789,,''RND''=''Randolph Afb'',,"""","RND""= ""Randolph Afb ""","""RND""= ""Randolph Afb """
RNM,Ramona Airport,33.0391667,-116.91525,,''RNM''=''Ramona Airport'',,"""","RNM""= ""Ramona Airport ""","""RNM""= ""Ramona Airport """
RNO,Reno Tahoe Intl,39.499108,-119.768108,,''RNO''=''Reno Tahoe Intl'',,"""","RNO""= ""Reno Tahoe Intl ""","""RNO""= ""Reno Tahoe Intl """
RNT,Renton,47.4931389,-122.21575,,''RNT''=''Renton'',,"""","RNT""= ""Renton ""","""RNT""= ""Renton """
ROA,Roanoke Regional,37.325472,-79.975417,,''ROA''=''Roanoke Regional'',,"""","ROA""= ""Roanoke Regional ""","""ROA""= ""Roanoke Regional """
ROC,Greater Rochester Intl,43.118866,-77.672389,,''ROC''=''Greater Rochester Intl'',,"""","ROC""= ""Greater Rochester Intl ""","""ROC""= ""Greater Rochester Intl """
ROW,Roswell Intl Air Center,33.301556,-104.530556,,''ROW''=''Roswell Intl Air Center'',,"""","ROW""= ""Roswell Intl Air Center ""","""ROW""= ""Roswell Intl Air Center """
RSH,Russian Mission Airport,61.775,-161.319444,,''RSH''=''Russian Mission Airport'',,"""","RSH""= ""Russian Mission Airport ""","""RSH""= ""Russian Mission Airport """
RSJ,Rosario Seaplane Base,48.645556,-122.868056,,''RSJ''=''Rosario Seaplane Base'',,"""","RSJ""= ""Rosario Seaplane Base ""","""RSJ""= ""Rosario Seaplane Base """
RST,Rochester,43.908283,-92.500014,,''RST''=''Rochester'',,"""","RST""= ""Rochester ""","""RST""= ""Rochester """
RSW,Southwest Florida Intl,26.536167,-81.755167,,''RSW''=''Southwest Florida Intl'',,"""","RSW""= ""Southwest Florida Intl ""","""RSW""= ""Southwest Florida Intl """
RUT,Rutland State Airport,43.5294,-72.9496,,''RUT''=''Rutland State Airport'',,"""","RUT""= ""Rutland State Airport ""","""RUT""= ""Rutland State Airport """
RVS,Richard Lloyd Jones Jr Airport,36.0396111,-95.9846389,,''RVS''=''Richard Lloyd Jones Jr Airport'',,"""","RVS""= ""Richard Lloyd Jones Jr Airport ""","""RVS""= ""Richard Lloyd Jones Jr Airport """
RWI,Rocky Mount Wilson Regional Airport,35.8563,-77.8919,,''RWI''=''Rocky Mount Wilson Regional Airport'',,"""","RWI""= ""Rocky Mount Wilson Regional Airport ""","""RWI""= ""Rocky Mount Wilson Regional Airport """
RWL,Rawlins Municipal Airport-Harvey Field,41.8055975,-107.19994,,''RWL''=''Rawlins Municipal Airport-Harvey Field'',,"""","RWL""= ""Rawlins Municipal Airport-Harvey Field ""","""RWL""= ""Rawlins Municipal Airport-Harvey Field """
RYY,Cobb County Airport-Mc Collum Field,34.0131569,-84.5970556,,''RYY''=''Cobb County Airport-Mc Collum Field'',,"""","RYY""= ""Cobb County Airport-Mc Collum Field ""","""RYY""= ""Cobb County Airport-Mc Collum Field """
S46,Port O\\'Connor Airfield,28.429977,-96.442859,,''S46''=''Port O\\'Connor Airfield'',,"""","S46""= ""Port O\\'Connor Airfield ""","""S46""= ""Port O\\'Connor Airfield """
SAA,Shively Field Airport,41.4448594,-106.8235264,,''SAA''=''Shively Field Airport'',,"""","SAA""= ""Shively Field Airport ""","""SAA""= ""Shively Field Airport """
SAC,Sacramento Executive,38.512524,-121.49347,,''SAC''=''Sacramento Executive'',,"""","SAC""= ""Sacramento Executive ""","""SAC""= ""Sacramento Executive """
SAD,Safford Regional Airport,32.8533333,-109.6350833,,''SAD''=''Safford Regional Airport'',,"""","SAD""= ""Safford Regional Airport ""","""SAD""= ""Safford Regional Airport """
SAF,Santa Fe Muni,35.617108,-106.089422,,''SAF''=''Santa Fe Muni'',,"""","SAF""= ""Santa Fe Muni ""","""SAF""= ""Santa Fe Muni """
SAN,San Diego Intl,32.733556,-117.189667,,''SAN''=''San Diego Intl'',,"""","SAN""= ""San Diego Intl ""","""SAN""= ""San Diego Intl """
SAT,San Antonio Intl,29.533694,-98.469778,,''SAT''=''San Antonio Intl'',,"""","SAT""= ""San Antonio Intl ""","""SAT""= ""San Antonio Intl """
SAV,Savannah Hilton Head Intl,32.127583,-81.202139,,''SAV''=''Savannah Hilton Head Intl'',,"""","SAV""= ""Savannah Hilton Head Intl ""","""SAV""= ""Savannah Hilton Head Intl """
SBA,Santa Barbara Muni,34.426211,-119.840372,,''SBA''=''Santa Barbara Muni'',,"""","SBA""= ""Santa Barbara Muni ""","""SBA""= ""Santa Barbara Muni """
SBD,San Bernardino International Airport,34.0953521,-117.2348722,,''SBD''=''San Bernardino International Airport'',,"""","SBD""= ""San Bernardino International Airport ""","""SBD""= ""San Bernardino International Airport """
SBM,Sheboygan County Memorial Airport,43.7696,-87.851402,,''SBM''=''Sheboygan County Memorial Airport'',,"""","SBM""= ""Sheboygan County Memorial Airport ""","""SBM""= ""Sheboygan County Memorial Airport """
SBN,South Bend Rgnl,41.708661,-86.31725,,''SBN''=''South Bend Rgnl'',,"""","SBN""= ""South Bend Rgnl ""","""SBN""= ""South Bend Rgnl """
SBO,Emanuel Co,32.609139,-82.369944,,''SBO''=''Emanuel Co'',,"""","SBO""= ""Emanuel Co ""","""SBO""= ""Emanuel Co """
SBP,San Luis County Regional Airport,35.2368,-120.642,,''SBP''=''San Luis County Regional Airport'',,"""","SBP""= ""San Luis County Regional Airport ""","""SBP""= ""San Luis County Regional Airport """
SBS,Steamboat Springs Airport-Bob Adams Field,40.51625,-106.8663056,,''SBS''=''Steamboat Springs Airport-Bob Adams Field'',,"""","SBS""= ""Steamboat Springs Airport-Bob Adams Field ""","""SBS""= ""Steamboat Springs Airport-Bob Adams Field """
SBY,Salisbury Ocean City Wicomico Rgnl,38.340525,-75.510289,,''SBY''=''Salisbury Ocean City Wicomico Rgnl'',,"""","SBY""= ""Salisbury Ocean City Wicomico Rgnl ""","""SBY""= ""Salisbury Ocean City Wicomico Rgnl """
SCC,Deadhorse,70.19475,-148.465167,,''SCC''=''Deadhorse'',,"""","SCC""= ""Deadhorse ""","""SCC""= ""Deadhorse """
SCE,University Park Airport,40.849278,-77.848694,,''SCE''=''University Park Airport'',,"""","SCE""= ""University Park Airport ""","""SCE""= ""University Park Airport """
SCH,Stratton ANGB - Schenectady County Airpor,42.85245555,-73.92886667,,''SCH''=''Stratton ANGB - Schenectady County Airpor'',,"""","SCH""= ""Stratton ANGB - Schenectady County Airpor ""","""SCH""= ""Stratton ANGB - Schenectady County Airpor """
SCK,Stockton Metropolitan,37.894167,-121.238306,,''SCK''=''Stockton Metropolitan'',,"""","SCK""= ""Stockton Metropolitan ""","""SCK""= ""Stockton Metropolitan """
SCM,Scammon Bay Airport,61.845278,-165.571389,,''SCM''=''Scammon Bay Airport'',,"""","SCM""= ""Scammon Bay Airport ""","""SCM""= ""Scammon Bay Airport """
SDC,Williamson-Sodus Airport,43.2347904,-77.119444,,''SDC''=''Williamson-Sodus Airport'',,"""","SDC""= ""Williamson-Sodus Airport ""","""SDC""= ""Williamson-Sodus Airport """
SDF,Louisville International Airport,38.1740858,-85.7364989,,''SDF''=''Louisville International Airport'',,"""","SDF""= ""Louisville International Airport ""","""SDF""= ""Louisville International Airport """
SDM,Brown Field Municipal Airport,32.5722722,-116.9801611,,''SDM''=''Brown Field Municipal Airport'',,"""","SDM""= ""Brown Field Municipal Airport ""","""SDM""= ""Brown Field Municipal Airport """
SDP,Sand Point Airport,55.315,-160.523,,''SDP''=''Sand Point Airport'',,"""","SDP""= ""Sand Point Airport ""","""SDP""= ""Sand Point Airport """
SDX,Sedona,34.848628,-111.788472,,''SDX''=''Sedona'',,"""","SDX""= ""Sedona ""","""SDX""= ""Sedona """
SDY,Sidney-Richland Municipal Airport,47.706944,-104.1925,,''SDY''=''Sidney-Richland Municipal Airport'',,"""","SDY""= ""Sidney-Richland Municipal Airport ""","""SDY""= ""Sidney-Richland Municipal Airport """
SEA,Seattle Tacoma Intl,47.449,-122.309306,,''SEA''=''Seattle Tacoma Intl'',,"""","SEA""= ""Seattle Tacoma Intl ""","""SEA""= ""Seattle Tacoma Intl """
SEE,Gillespie,32.8262222,-116.9724444,,''SEE''=''Gillespie'',,"""","SEE""= ""Gillespie ""","""SEE""= ""Gillespie """
SEF,Regional - Hendricks AAF,27.456389,-81.342222,,''SEF''=''Regional - Hendricks AAF'',,"""","SEF""= ""Regional - Hendricks AAF ""","""SEF""= ""Regional - Hendricks AAF """
SEM,Craig Fld,32.343947,-86.987803,,''SEM''=''Craig Fld'',,"""","SEM""= ""Craig Fld ""","""SEM""= ""Craig Fld """
SES,Selfield Airport,32.4404,-86.9522,,''SES''=''Selfield Airport'',,"""","SES""= ""Selfield Airport ""","""SES""= ""Selfield Airport """
SFB,Orlando Sanford Intl,28.777639,-81.237489,,''SFB''=''Orlando Sanford Intl'',,"""","SFB""= ""Orlando Sanford Intl ""","""SFB""= ""Orlando Sanford Intl """
SFF,Felts Fld,47.682819,-117.322558,,''SFF''=''Felts Fld'',,"""","SFF""= ""Felts Fld ""","""SFF""= ""Felts Fld """
SFM,Sanford Regional,43.39383,-70.708,,''SFM''=''Sanford Regional'',,"""","SFM""= ""Sanford Regional ""","""SFM""= ""Sanford Regional """
SFO,San Francisco Intl,37.618972,-122.374889,,''SFO''=''San Francisco Intl'',,"""","SFO""= ""San Francisco Intl ""","""SFO""= ""San Francisco Intl """
SFZ,North Central State,41.920764,-71.491381,,''SFZ''=''North Central State'',,"""","SFZ""= ""North Central State ""","""SFZ""= ""North Central State """
SGF,Springfield Branson Natl,37.245667,-93.388639,,''SGF''=''Springfield Branson Natl'',,"""","SGF""= ""Springfield Branson Natl ""","""SGF""= ""Springfield Branson Natl """
SGH,Springfield-Beckly Municipal Airport,39.8402778,-83.8401667,,''SGH''=''Springfield-Beckly Municipal Airport'',,"""","SGH""= ""Springfield-Beckly Municipal Airport ""","""SGH""= ""Springfield-Beckly Municipal Airport """
SGJ,St. Augustine Airport,29.95925,-81.3397222,,''SGJ''=''St. Augustine Airport'',,"""","SGJ""= ""St. Augustine Airport ""","""SGJ""= ""St. Augustine Airport """
SGR,Sugar Land Regional Airport,29.62225,-95.6565278,,''SGR''=''Sugar Land Regional Airport'',,"""","SGR""= ""Sugar Land Regional Airport ""","""SGR""= ""Sugar Land Regional Airport """
SGU,St George Muni,37.090583,-113.593056,,''SGU''=''St George Muni'',,"""","SGU""= ""St George Muni ""","""SGU""= ""St George Muni """
SGY,Skagway Airport,59.4601,-135.316,,''SGY''=''Skagway Airport'',,"""","SGY""= ""Skagway Airport ""","""SGY""= ""Skagway Airport """
SHD,Shenandoah Valley Regional Airport,38.263889,-78.896389,,''SHD''=''Shenandoah Valley Regional Airport'',,"""","SHD""= ""Shenandoah Valley Regional Airport ""","""SHD""= ""Shenandoah Valley Regional Airport """
SHG,Shungnak Airport,66.888056,-157.1625,,''SHG''=''Shungnak Airport'',,"""","SHG""= ""Shungnak Airport ""","""SHG""= ""Shungnak Airport """
SHH,Shishmaref Airport,66.2496,-166.089,,''SHH''=''Shishmaref Airport'',,"""","SHH""= ""Shishmaref Airport ""","""SHH""= ""Shishmaref Airport """
SHR,Sheridan County Airport,44.7692,-106.98,,''SHR''=''Sheridan County Airport'',,"""","SHR""= ""Sheridan County Airport ""","""SHR""= ""Sheridan County Airport """
SHV,Shreveport Rgnl,32.446629,-93.8256,,''SHV''=''Shreveport Rgnl'',,"""","SHV""= ""Shreveport Rgnl ""","""SHV""= ""Shreveport Rgnl """
SHX,Shageluk Airport,62.692222,-159.569167,,''SHX''=''Shageluk Airport'',,"""","SHX""= ""Shageluk Airport ""","""SHX""= ""Shageluk Airport """
SIK,Sikeston Memorial Municipal,36.8988889,-89.56175,,''SIK''=''Sikeston Memorial Municipal'',,"""","SIK""= ""Sikeston Memorial Municipal ""","""SIK""= ""Sikeston Memorial Municipal """
SIT,Sitka Rocky Gutierrez,57.047138,-135.361611,,''SIT''=''Sitka Rocky Gutierrez'',,"""","SIT""= ""Sitka Rocky Gutierrez ""","""SIT""= ""Sitka Rocky Gutierrez """
SJC,Norman Y Mineta San Jose Intl,37.3626,-121.929022,,''SJC''=''Norman Y Mineta San Jose Intl'',,"""","SJC""= ""Norman Y Mineta San Jose Intl ""","""SJC""= ""Norman Y Mineta San Jose Intl """
SJT,San Angelo Rgnl Mathis Fld,31.35775,-100.496306,,''SJT''=''San Angelo Rgnl Mathis Fld'',,"""","SJT""= ""San Angelo Rgnl Mathis Fld ""","""SJT""= ""San Angelo Rgnl Mathis Fld """
SKA,Fairchild Afb,47.615058,-117.655772,,''SKA''=''Fairchild Afb'',,"""","SKA""= ""Fairchild Afb ""","""SKA""= ""Fairchild Afb """
SKF,Lackland Afb Kelly Fld Annex,29.384228,-98.581108,,''SKF''=''Lackland Afb Kelly Fld Annex'',,"""","SKF""= ""Lackland Afb Kelly Fld Annex ""","""SKF""= ""Lackland Afb Kelly Fld Annex """
SKK,Shaktoolik Airport,64.371111,-161.223889,,''SKK''=''Shaktoolik Airport'',,"""","SKK""= ""Shaktoolik Airport ""","""SKK""= ""Shaktoolik Airport """
SKY,Griffing Sandusky,41.433361,-82.652333,,''SKY''=''Griffing Sandusky'',,"""","SKY""= ""Griffing Sandusky ""","""SKY""= ""Griffing Sandusky """
SLC,Salt Lake City Intl,40.788389,-111.977772,,''SLC''=''Salt Lake City Intl'',,"""","SLC""= ""Salt Lake City Intl ""","""SLC""= ""Salt Lake City Intl """
SLE,McNary Field,44.9095,-123.003,,''SLE''=''McNary Field'',,"""","SLE""= ""McNary Field ""","""SLE""= ""McNary Field """
SLK,Adirondack Regional Airport,44.3853,-74.2062,,''SLK''=''Adirondack Regional Airport'',,"""","SLK""= ""Adirondack Regional Airport ""","""SLK""= ""Adirondack Regional Airport """
SLN,Salina Municipal Airport,38.791,-97.6522,,''SLN''=''Salina Municipal Airport'',,"""","SLN""= ""Salina Municipal Airport ""","""SLN""= ""Salina Municipal Airport """
SLQ,Sleetmute Airport,61.700566,-157.165833,,''SLQ''=''Sleetmute Airport'',,"""","SLQ""= ""Sleetmute Airport ""","""SLQ""= ""Sleetmute Airport """
SMD,Smith Fld,41.143353,-85.152778,,''SMD''=''Smith Fld'',,"""","SMD""= ""Smith Fld ""","""SMD""= ""Smith Fld """
SME,Lake Cumberland Regional Airport,37.053611,-84.615556,,''SME''=''Lake Cumberland Regional Airport'',,"""","SME""= ""Lake Cumberland Regional Airport ""","""SME""= ""Lake Cumberland Regional Airport """
SMF,Sacramento Intl,38.695417,-121.590778,,''SMF''=''Sacramento Intl'',,"""","SMF""= ""Sacramento Intl ""","""SMF""= ""Sacramento Intl """
SMK,St. Michael Airport,63.49,-162.110278,,''SMK''=''St. Michael Airport'',,"""","SMK""= ""St. Michael Airport ""","""SMK""= ""St. Michael Airport """
SMN,Lemhi County Airport,45.123889,-113.881389,,''SMN''=''Lemhi County Airport'',,"""","SMN""= ""Lemhi County Airport ""","""SMN""= ""Lemhi County Airport """
SMO,Santa Monica Municipal Airport,34.0158333,-118.4513056,,''SMO''=''Santa Monica Municipal Airport'',,"""","SMO""= ""Santa Monica Municipal Airport ""","""SMO""= ""Santa Monica Municipal Airport """
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,34.8989,-120.457,,''SMX''=''Santa Maria Pub Cpt G Allan Hancock Airport'',,"""","SMX""= ""Santa Maria Pub Cpt G Allan Hancock Airport ""","""SMX""= ""Santa Maria Pub Cpt G Allan Hancock Airport """
SNA,John Wayne Arpt Orange Co,33.675667,-117.868222,,''SNA''=''John Wayne Arpt Orange Co'',,"""","SNA""= ""John Wayne Arpt Orange Co ""","""SNA""= ""John Wayne Arpt Orange Co """
SNP,St Paul Island,57.167333,-170.220444,,''SNP''=''St Paul Island'',,"""","SNP""= ""St Paul Island ""","""SNP""= ""St Paul Island """
SNY,Sidney Muni Airport,41.10167,-102.985,,''SNY''=''Sidney Muni Airport'',,"""","SNY""= ""Sidney Muni Airport ""","""SNY""= ""Sidney Muni Airport """
SOP,Moore County Airport,35.2376111,-79.3887958,,''SOP''=''Moore County Airport'',,"""","SOP""= ""Moore County Airport ""","""SOP""= ""Moore County Airport """
SOW,Show Low Regional Airport,34.265556,-110.005556,,''SOW''=''Show Low Regional Airport'',,"""","SOW""= ""Show Low Regional Airport ""","""SOW""= ""Show Low Regional Airport """
SPB,Scappoose Industrial Airpark,45.771028,-122.861833,,''SPB''=''Scappoose Industrial Airpark'',,"""","SPB""= ""Scappoose Industrial Airpark ""","""SPB""= ""Scappoose Industrial Airpark """
SPF,Black Hills Airport-Clyde Ice Field,44.4811407,-103.7860053,,''SPF''=''Black Hills Airport-Clyde Ice Field'',,"""","SPF""= ""Black Hills Airport-Clyde Ice Field ""","""SPF""= ""Black Hills Airport-Clyde Ice Field """
SPG,Albert Whitted,27.765111,-82.626972,,''SPG''=''Albert Whitted'',,"""","SPG""= ""Albert Whitted ""","""SPG""= ""Albert Whitted """
SPI,Abraham Lincoln Capital,39.8441,-89.677889,,''SPI''=''Abraham Lincoln Capital'',,"""","SPI""= ""Abraham Lincoln Capital ""","""SPI""= ""Abraham Lincoln Capital """
SPS,Sheppard Afb Wichita Falls Muni,33.988797,-98.491894,,''SPS''=''Sheppard Afb Wichita Falls Muni'',,"""","SPS""= ""Sheppard Afb Wichita Falls Muni ""","""SPS""= ""Sheppard Afb Wichita Falls Muni """
SPW,Spencer Muni,43.165527,-95.202805,,''SPW''=''Spencer Muni'',,"""","SPW""= ""Spencer Muni ""","""SPW""= ""Spencer Muni """
SPZ,Silver Springs Airport,39.4030278,-119.2511944,,''SPZ''=''Silver Springs Airport'',,"""","SPZ""= ""Silver Springs Airport ""","""SPZ""= ""Silver Springs Airport """
SQL,San Carlos Airport,37.511944,-122.249444,,''SQL''=''San Carlos Airport'',,"""","SQL""= ""San Carlos Airport ""","""SQL""= ""San Carlos Airport """
SRQ,Sarasota Bradenton Intl,27.395444,-82.554389,,''SRQ''=''Sarasota Bradenton Intl'',,"""","SRQ""= ""Sarasota Bradenton Intl ""","""SRQ""= ""Sarasota Bradenton Intl """
SRR,Sierra Blanca Regional Airport,33.46285,-105.534751,,''SRR''=''Sierra Blanca Regional Airport'',,"""","SRR""= ""Sierra Blanca Regional Airport ""","""SRR""= ""Sierra Blanca Regional Airport """
SRV,Stony River 2 Airport,61.7875,-156.591111,,''SRV''=''Stony River 2 Airport'',,"""","SRV""= ""Stony River 2 Airport ""","""SRV""= ""Stony River 2 Airport """
SSC,Shaw Afb,33.972719,-80.470564,,''SSC''=''Shaw Afb'',,"""","SSC""= ""Shaw Afb ""","""SSC""= ""Shaw Afb """
SSI,McKinnon Airport,31.1519722,-81.3910556,,''SSI''=''McKinnon Airport'',,"""","SSI""= ""McKinnon Airport ""","""SSI""= ""McKinnon Airport """
STC,Saint Cloud Regional Airport,45.546556,-94.059889,,''STC''=''Saint Cloud Regional Airport'',,"""","STC""= ""Saint Cloud Regional Airport ""","""STC""= ""Saint Cloud Regional Airport """
STE,Stevens Point Municipal Airport,44.5451356,-89.5302844,,''STE''=''Stevens Point Municipal Airport'',,"""","STE""= ""Stevens Point Municipal Airport ""","""STE""= ""Stevens Point Municipal Airport """
STG,St. George Airport,56.577222,-169.663611,,''STG''=''St. George Airport'',,"""","STG""= ""St. George Airport ""","""STG""= ""St. George Airport """
STJ,Rosecrans Mem,39.771944,-94.909706,,''STJ''=''Rosecrans Mem'',,"""","STJ""= ""Rosecrans Mem ""","""STJ""= ""Rosecrans Mem """
STK,Sterling Municipal Airport,40.6153136,-103.2648454,,''STK''=''Sterling Municipal Airport'',,"""","STK""= ""Sterling Municipal Airport ""","""STK""= ""Sterling Municipal Airport """
STL,Lambert St Louis Intl,38.748697,-90.370028,,''STL''=''Lambert St Louis Intl'',,"""","STL""= ""Lambert St Louis Intl ""","""STL""= ""Lambert St Louis Intl """
STS,Charles M Schulz Sonoma Co,38.508978,-122.81288,,''STS''=''Charles M Schulz Sonoma Co'',,"""","STS""= ""Charles M Schulz Sonoma Co ""","""STS""= ""Charles M Schulz Sonoma Co """
SUA,Witham Field Airport,27.1816996,-80.221294,,''SUA''=''Witham Field Airport'',,"""","SUA""= ""Witham Field Airport ""","""SUA""= ""Witham Field Airport """
SUE,Door County Cherryland Airport,44.8436667,-87.4215556,,''SUE''=''Door County Cherryland Airport'',,"""","SUE""= ""Door County Cherryland Airport ""","""SUE""= ""Door County Cherryland Airport """
SUN,Friedman Mem,43.504444,-114.296194,,''SUN''=''Friedman Mem'',,"""","SUN""= ""Friedman Mem ""","""SUN""= ""Friedman Mem """
SUS,Spirit Of St Louis,38.662119,-90.652044,,''SUS''=''Spirit Of St Louis'',,"""","SUS""= ""Spirit Of St Louis ""","""SUS""= ""Spirit Of St Louis """
SUU,Travis Afb,38.262692,-121.927464,,''SUU''=''Travis Afb'',,"""","SUU""= ""Travis Afb ""","""SUU""= ""Travis Afb """
SUX,Sioux Gateway Col Bud Day Fld,42.402603,-96.384367,,''SUX''=''Sioux Gateway Col Bud Day Fld'',,"""","SUX""= ""Sioux Gateway Col Bud Day Fld ""","""SUX""= ""Sioux Gateway Col Bud Day Fld """
SVA,Savoonga Airport,63.6864,-170.493,,''SVA''=''Savoonga Airport'',,"""","SVA""= ""Savoonga Airport ""","""SVA""= ""Savoonga Airport """
SVC,Grant County Airport,32.6365,-108.156,,''SVC''=''Grant County Airport'',,"""","SVC""= ""Grant County Airport ""","""SVC""= ""Grant County Airport """
SVH,Regional Airport,35.7649958,-80.9538958,,''SVH''=''Regional Airport'',,"""","SVH""= ""Regional Airport ""","""SVH""= ""Regional Airport """
SVN,Hunter Aaf,32.01,-81.145683,,''SVN''=''Hunter Aaf'',,"""","SVN""= ""Hunter Aaf ""","""SVN""= ""Hunter Aaf """
SVW,Sparrevohn Lrrs,61.097369,-155.574228,,''SVW''=''Sparrevohn Lrrs'',,"""","SVW""= ""Sparrevohn Lrrs ""","""SVW""= ""Sparrevohn Lrrs """
SWD,Seward Airport,60.1269383,-149.4188122,,''SWD''=''Seward Airport'',,"""","SWD""= ""Seward Airport ""","""SWD""= ""Seward Airport """
SWF,Stewart Intl,41.504094,-74.104839,,''SWF''=''Stewart Intl'',,"""","SWF""= ""Stewart Intl ""","""SWF""= ""Stewart Intl """
SXP,Sheldon Point Airport,62.520556,-164.847778,,''SXP''=''Sheldon Point Airport'',,"""","SXP""= ""Sheldon Point Airport ""","""SXP""= ""Sheldon Point Airport """
SXQ,Soldotna Airport,60.4749583,-151.0382389,,''SXQ''=''Soldotna Airport'',,"""","SXQ""= ""Soldotna Airport ""","""SXQ""= ""Soldotna Airport """
SYA,Eareckson As,52.712275,174.11362,,''SYA''=''Eareckson As'',,"""","SYA""= ""Eareckson As ""","""SYA""= ""Eareckson As """
SYB,Seal Bay Seaplane Base,58.166667,-152.5,,''SYB''=''Seal Bay Seaplane Base'',,"""","SYB""= ""Seal Bay Seaplane Base ""","""SYB""= ""Seal Bay Seaplane Base """
SYR,Syracuse Hancock Intl,43.111187,-76.106311,,''SYR''=''Syracuse Hancock Intl'',,"""","SYR""= ""Syracuse Hancock Intl ""","""SYR""= ""Syracuse Hancock Intl """
SZL,Whiteman Afb,38.730306,-93.547864,,''SZL''=''Whiteman Afb'',,"""","SZL""= ""Whiteman Afb ""","""SZL""= ""Whiteman Afb """
TAL,Tanana Airport,65.179556,-152.075833,,''TAL''=''Tanana Airport'',,"""","TAL""= ""Tanana Airport ""","""TAL""= ""Tanana Airport """
TAN,Taunton Municipal Airport - King Field,41.8744017,-71.0166453,,''TAN''=''Taunton Municipal Airport - King Field'',,"""","TAN""= ""Taunton Municipal Airport - King Field ""","""TAN""= ""Taunton Municipal Airport - King Field """
TBN,Waynesville Rgnl Arpt At Forney Fld,37.741631,-92.140736,,''TBN''=''Waynesville Rgnl Arpt At Forney Fld'',,"""","TBN""= ""Waynesville Rgnl Arpt At Forney Fld ""","""TBN""= ""Waynesville Rgnl Arpt At Forney Fld """
TCC,Tucumcari Muni,35.182777,-103.603186,,''TCC''=''Tucumcari Muni'',,"""","TCC""= ""Tucumcari Muni ""","""TCC""= ""Tucumcari Muni """
TCL,Tuscaloosa Rgnl,33.220627,-87.611403,,''TCL''=''Tuscaloosa Rgnl'',,"""","TCL""= ""Tuscaloosa Rgnl ""","""TCL""= ""Tuscaloosa Rgnl """
TCM,Mc Chord Afb,47.137678,-122.476475,,''TCM''=''Mc Chord Afb'',,"""","TCM""= ""Mc Chord Afb ""","""TCM""= ""Mc Chord Afb """
TCS,Truth Or Consequences Muni,33.236944,-107.27175,,''TCS''=''Truth Or Consequences Muni'',,"""","TCS""= ""Truth Or Consequences Muni ""","""TCS""= ""Truth Or Consequences Muni """
TCT,Takotna Airport,62.971944,-156.082778,,''TCT''=''Takotna Airport'',,"""","TCT""= ""Takotna Airport ""","""TCT""= ""Takotna Airport """
TEB,Teterboro,40.850103,-74.060837,,''TEB''=''Teterboro'',,"""","TEB""= ""Teterboro ""","""TEB""= ""Teterboro """
TEK,Tatitlek Airport,60.8725,-146.691111,,''TEK''=''Tatitlek Airport'',,"""","TEK""= ""Tatitlek Airport ""","""TEK""= ""Tatitlek Airport """
TEX,Telluride,37.953759,-107.90848,,''TEX''=''Telluride'',,"""","TEX""= ""Telluride ""","""TEX""= ""Telluride """
TIK,Tinker Afb,35.414739,-97.386633,,''TIK''=''Tinker Afb'',,"""","TIK""= ""Tinker Afb ""","""TIK""= ""Tinker Afb """
TIW,Tacoma Narrows Airport,47.267944,-122.57811,,''TIW''=''Tacoma Narrows Airport'',,"""","TIW""= ""Tacoma Narrows Airport ""","""TIW""= ""Tacoma Narrows Airport """
TKA,Talkeetna,62.3205,-150.093694,,''TKA''=''Talkeetna'',,"""","TKA""= ""Talkeetna ""","""TKA""= ""Talkeetna """
TKE,Tenakee Seaplane Base,57.779722,-135.218333,,''TKE''=''Tenakee Seaplane Base'',,"""","TKE""= ""Tenakee Seaplane Base ""","""TKE""= ""Tenakee Seaplane Base """
TKF,Truckee-Tahoe Airport,39.3200422,-120.1395628,,''TKF''=''Truckee-Tahoe Airport'',,"""","TKF""= ""Truckee-Tahoe Airport ""","""TKF""= ""Truckee-Tahoe Airport """
TKI,Collin County Regional Airport at Mc Kinney,33.1779444,-96.5905278,,''TKI''=''Collin County Regional Airport at Mc Kinney'',,"""","TKI""= ""Collin County Regional Airport at Mc Kinney ""","""TKI""= ""Collin County Regional Airport at Mc Kinney """
